house_size_m2,rooms,floor,open_kitchen,parking_spaces,house_age,garden,bathrooms,toilets,distance_to_city_center_km,municipality,property_type,sauna,balcony_terrace,heating_system,condition,plot_size_m2,energy_rating,price_thousand_eur
107,4,5,0,0,56,0,1,1,3.8,Helsinki,Apartment,0,0,District heating,Needs renovation,0,F,273
84,4,1,0,1,53,0,1,1,9.3,Helsinki,Apartment,0,1,District heating,Good,0,E,259
46,2,7,0,0,5,0,1,1,2.0,Jyväskylä,Apartment,1,0,District heating,Excellent,0,A,125
85,3,0,0,0,3,1,1,1,2.8,Tampere,Semi-detached house,0,1,Geothermal,New,355,A,294
115,5,0,1,2,79,1,1,1,12.4,Helsinki,Detached house,1,1,Electric heating,Fair,1465,G,431
55,3,2,1,0,5,0,1,1,2.3,Helsinki,Apartment,1,1,District heating,Good,0,B,274
177,7,0,0,1,60,1,3,4,3.9,Turku,Detached house,0,1,Electric heating,Good,695,F,310
114,4,4,1,1,5,0,2,2,9.6,Helsinki,Apartment,1,1,Electric heating,Excellent,0,B,510
51,2,6,0,0,9,0,1,1,3.7,Tampere,Apartment,0,1,District heating,Excellent,0,C,167
48,3,3,0,0,38,0,1,1,3.5,Helsinki,Apartment,0,1,District heating,Needs renovation,0,D,145
88,4,2,0,1,48,0,2,3,1.7,Lahti,Apartment,0,0,District heating,Needs renovation,0,E,102
39,2,2,1,1,16,0,1,1,4.5,Oulu,Apartment,1,1,Electric heating,Fair,0,D,77
92,5,0,0,1,28,1,1,1,9.5,Turku,Semi-detached house,0,1,Wood heating,Good,970,E,182
51,3,1,0,1,26,0,1,1,3.1,Pori,Apartment,0,0,District heating,Good,0,D,63
69,2,2,0,1,76,0,1,1,5.4,Turku,Apartment,0,1,District heating,Excellent,0,F,134
62,3,1,0,1,2,0,2,2,5.4,Kuopio,Apartment,0,1,District heating,New,0,A,131
42,1,1,0,0,36,0,1,1,4.4,Helsinki,Apartment,0,1,District heating,Fair,0,E,151
52,2,0,0,0,37,1,1,1,5.5,Espoo,Apartment,0,1,District heating,Good,0,D,158
80,3,0,0,0,0,0,1,1,1.7,Jyväskylä,Apartment,1,0,District heating,Excellent,0,A,197
46,2,4,0,0,46,0,1,1,8.0,Helsinki,Apartment,0,0,District heating,Good,0,E,158
45,2,0,0,1,77,1,1,1,3.5,Kuopio,Apartment,0,1,Electric heating,Good,0,F,65
106,4,4,0,1,5,0,1,1,3.1,Vantaa,Apartment,0,1,District heating,Good,0,A,315
43,2,2,1,1,35,0,1,1,6.6,Vantaa,Apartment,0,1,District heating,Fair,0,E,112
36,1,1,1,1,26,0,1,1,6.8,Turku,Apartment,0,0,District heating,Needs renovation,0,D,68
59,3,1,1,1,2,0,1,1,4.5,Tampere,Apartment,0,0,District heating,Excellent,0,C,175
95,4,1,1,1,75,0,1,1,1.9,Tampere,Apartment,1,0,District heating,Good,0,F,247
72,4,2,1,0,21,0,1,1,3.1,Tampere,Apartment,0,1,Geothermal,Fair,0,B,192
69,2,8,0,1,13,0,1,1,2.0,Helsinki,Apartment,1,1,District heating,Good,0,B,366
62,2,0,1,0,18,0,1,1,2.8,Tampere,Apartment,0,1,District heating,Good,0,C,153
66,2,3,1,1,11,0,1,1,4.9,Oulu,Apartment,1,1,District heating,Good,0,C,162
107,4,3,0,0,34,0,1,1,5.6,Helsinki,Apartment,0,1,District heating,Fair,0,E,343
89,3,2,1,1,14,0,1,1,11.3,Espoo,Apartment,0,1,District heating,Good,0,C,270
109,4,1,1,1,24,0,2,2,14.4,Vantaa,Apartment,0,1,Electric heating,Excellent,0,C,251
58,2,1,1,1,2,0,1,1,3.1,Tampere,Apartment,0,1,District heating,New,0,A,221
46,2,0,0,1,5,0,1,1,7.1,Tampere,Apartment,0,1,District heating,Excellent,0,C,132
39,2,1,1,0,33,0,1,1,9.4,Helsinki,Apartment,0,0,District heating,Good,0,C,131
88,4,0,1,1,56,1,2,2,5.5,Lahti,Detached house,0,0,Wood heating,Fair,850,E,115
120,6,0,0,1,25,1,2,3,6.1,Oulu,Detached house,1,1,District heating,Fair,1410,D,218
38,2,2,0,1,3,0,1,1,3.6,Helsinki,Apartment,0,1,District heating,Fair,0,C,196
155,5,0,1,3,9,1,3,4,5.2,Kuopio,Detached house,1,0,Geothermal,Excellent,1060,A,322
67,3,1,0,1,28,0,1,1,6.7,Lahti,Apartment,0,0,District heating,Fair,0,D,83
61,3,6,1,1,10,0,1,1,8.3,Vantaa,Apartment,0,1,District heating,Good,0,B,182
29,1,3,0,0,46,0,1,1,6.0,Espoo,Apartment,0,0,District heating,Good,0,E,88
67,4,5,0,0,30,0,1,1,6.4,Helsinki,Apartment,0,0,District heating,Good,0,E,225
62,2,3,0,1,5,0,1,1,2.1,Helsinki,Apartment,0,1,District heating,Excellent,0,B,346
49,2,0,1,2,19,1,1,1,3.9,Lahti,Terraced house,0,1,District heating,Fair,195,D,91
87,3,2,1,1,24,0,1,1,10.2,Helsinki,Apartment,0,1,District heating,Good,0,B,304
140,4,0,0,2,35,1,2,2,5.3,Lahti,Detached house,1,0,District heating,Excellent,2510,D,242
136,6,1,0,0,58,0,1,1,4.9,Helsinki,Apartment,1,1,Electric heating,Needs renovation,0,F,356
55,2,2,0,1,42,0,1,1,3.5,Turku,Apartment,0,0,District heating,Good,0,D,122
278,9,0,0,2,16,1,3,3,13.9,Vantaa,Detached house,1,1,Electric heating,Fair,2360,D,602
264,9,0,1,2,33,1,3,4,7.5,Tampere,Detached house,1,1,Air-source heat pump,Needs renovation,1650,E,548
146,6,0,1,2,15,1,2,2,9.5,Jyväskylä,Detached house,1,1,Geothermal,Fair,2260,C,299
48,2,0,0,1,16,0,1,1,5.7,Vantaa,Apartment,0,1,District heating,Excellent,0,C,149
67,3,0,1,1,14,1,1,1,5.4,Tampere,Terraced house,1,1,Air-source heat pump,Excellent,415,C,193
102,5,0,0,2,16,1,2,2,12.1,Espoo,Terraced house,1,1,Air-source heat pump,Excellent,465,B,435
110,3,0,0,1,40,0,2,2,6.2,Kuopio,Apartment,0,0,District heating,Fair,0,E,126
116,5,0,0,1,4,1,3,3,5.2,Jyväskylä,Semi-detached house,1,1,Electric heating,Excellent,685,B,228
84,3,0,0,0,44,1,2,2,11.6,Turku,Semi-detached house,0,1,Wood heating,Good,650,E,145
73,2,0,1,1,1,1,1,1,2.0,Helsinki,Apartment,0,1,District heating,New,0,A,425
126,5,0,0,2,29,1,1,1,9.3,Tampere,Detached house,1,0,Electric heating,Fair,2190,D,302
77,3,0,1,2,34,1,1,1,5.8,Turku,Semi-detached house,0,1,District heating,Fair,305,E,138
125,5,4,1,1,2,0,2,3,4.4,Tampere,Apartment,1,1,District heating,Excellent,0,B,438
58,3,1,0,0,39,0,1,1,3.6,Tampere,Apartment,0,1,Oil heating,Good,0,E,144
107,4,0,0,2,35,1,2,2,2.9,Lahti,Detached house,1,1,Oil heating,Good,1215,E,175
74,3,4,0,1,71,0,1,1,3.1,Helsinki,Apartment,0,1,District heating,Good,0,F,288
114,4,0,1,1,26,0,2,3,3.4,Lahti,Terraced house,1,1,Wood heating,Good,280,D,146
114,5,0,0,2,30,0,2,2,8.4,Jyväskylä,Semi-detached house,0,1,Air-source heat pump,Good,305,C,177
125,5,0,1,0,74,1,2,2,7.3,Oulu,Semi-detached house,1,1,District heating,Fair,870,E,220
97,4,2,0,1,39,0,1,1,5.6,Helsinki,Apartment,0,1,District heating,Good,0,D,354
39,2,0,1,1,12,0,1,1,2.6,Helsinki,Apartment,0,0,District heating,Good,0,C,181
119,4,2,0,1,32,0,2,2,6.6,Helsinki,Apartment,0,1,District heating,Fair,0,E,385
68,2,0,0,1,32,0,1,1,3.9,Espoo,Apartment,0,1,District heating,Fair,0,D,209
89,4,2,0,1,27,0,1,1,3.0,Oulu,Apartment,0,1,Air-source heat pump,Good,0,C,181
78,4,0,1,2,31,1,2,2,3.4,Helsinki,Terraced house,0,1,Electric heating,Fair,290,E,405
112,6,1,0,1,22,0,2,2,2.4,Oulu,Apartment,0,1,District heating,Fair,0,C,184
74,3,2,1,1,30,0,1,1,2.0,Jyväskylä,Apartment,0,1,District heating,Good,0,D,149
55,2,0,0,1,33,0,1,1,3.5,Helsinki,Apartment,1,0,District heating,Good,0,C,212
52,2,6,0,1,62,0,1,1,3.1,Helsinki,Apartment,0,1,District heating,Fair,0,G,201
123,4,0,0,2,18,1,1,1,6.2,Kuopio,Detached house,1,1,Air-source heat pump,Excellent,870,B,188
138,6,0,0,2,62,1,2,3,4.8,Pori,Semi-detached house,1,1,District heating,Good,910,F,156
50,3,2,0,1,44,0,1,1,2.8,Jyväskylä,Apartment,0,0,District heating,Fair,0,E,78
92,4,2,0,1,17,0,1,2,6.8,Espoo,Apartment,0,1,District heating,Fair,0,B,317
44,2,0,0,2,39,0,1,1,2.9,Helsinki,Apartment,0,1,District heating,Good,0,D,203
121,4,0,0,2,67,1,2,2,1.3,Kuopio,Detached house,1,1,Electric heating,Fair,2100,G,184
136,7,0,1,1,19,1,2,2,13.0,Tampere,Detached house,1,1,Air-source heat pump,Needs renovation,1635,D,280
96,4,2,0,1,12,0,1,2,7.1,Vantaa,Apartment,0,1,Air-source heat pump,Fair,0,B,265
70,3,0,0,2,39,1,2,2,8.3,Helsinki,Terraced house,0,1,District heating,Needs renovation,390,E,252
71,4,0,0,0,57,0,1,2,3.4,Helsinki,Apartment,0,0,District heating,Good,0,E,230
122,5,0,1,2,29,1,2,2,6.7,Turku,Detached house,1,1,Geothermal,Excellent,1230,C,290
94,4,0,0,1,43,1,2,2,5.0,Helsinki,Terraced house,1,1,Oil heating,Good,215,E,382
126,5,0,0,2,41,1,2,2,4.3,Jyväskylä,Detached house,1,1,District heating,Good,1635,D,219
145,5,0,1,2,15,1,2,2,17.2,Kuopio,Detached house,1,1,Electric heating,Good,1360,D,201
46,2,1,0,1,31,0,1,1,5.3,Helsinki,Apartment,0,1,District heating,Fair,0,D,176
64,3,0,0,1,10,0,1,1,3.3,Kuopio,Apartment,0,0,District heating,Good,0,A,120
80,4,1,1,1,0,0,1,1,9.3,Oulu,Apartment,1,1,Geothermal,New,0,A,179
113,5,4,0,1,28,0,1,2,6.8,Turku,Apartment,0,1,District heating,Good,0,D,238
112,4,0,0,1,23,1,2,2,1.5,Tampere,Terraced house,1,1,Electric heating,Good,490,D,330
54,3,1,0,1,10,0,1,1,5.6,Espoo,Apartment,0,1,District heating,Good,0,C,214
133,6,0,0,2,12,1,2,2,12.9,Vantaa,Detached house,1,1,Geothermal,Good,1080,C,393
79,3,3,0,1,58,0,1,1,4.2,Tampere,Apartment,0,1,District heating,Good,0,F,163
104,4,0,0,2,24,1,3,3,5.7,Helsinki,Semi-detached house,0,1,Air-source heat pump,Fair,425,C,444
80,4,0,1,1,26,1,1,1,10.3,Vantaa,Semi-detached house,1,1,Air-source heat pump,Fair,725,C,232
52,2,1,0,1,8,0,1,1,3.4,Espoo,Apartment,0,1,District heating,Good,0,C,213
47,2,8,1,0,10,0,1,1,5.6,Helsinki,Apartment,0,1,Electric heating,Good,0,B,221
150,6,0,1,1,43,1,2,2,2.6,Jyväskylä,Detached house,1,0,Oil heating,Excellent,1730,E,285
35,1,5,1,1,27,0,1,1,1.8,Turku,Apartment,0,1,District heating,Needs renovation,0,D,82
131,5,0,1,1,11,1,2,2,11.1,Turku,Terraced house,1,1,Air-source heat pump,Good,785,B,269
211,8,0,1,2,22,1,3,4,8.8,Vantaa,Detached house,1,1,District heating,Good,975,D,471
109,4,0,0,2,28,1,2,3,5.2,Tampere,Terraced house,1,1,District heating,Good,360,D,290
51,2,4,1,0,0,0,1,1,1.6,Tampere,Apartment,0,1,District heating,New,0,A,178
59,2,2,0,0,47,0,1,1,9.1,Helsinki,Apartment,0,0,District heating,Good,0,E,183
29,1,3,0,0,77,0,1,1,3.5,Helsinki,Apartment,1,1,District heating,Fair,0,F,89
33,2,1,0,1,53,0,1,1,4.2,Jyväskylä,Apartment,0,0,Air-source heat pump,Needs renovation,0,F,41
33,1,2,0,1,56,0,1,1,2.8,Turku,Apartment,0,0,Electric heating,Good,0,E,80
51,3,5,0,1,20,0,1,1,10.0,Espoo,Apartment,0,1,District heating,Excellent,0,B,192
60,2,4,1,0,0,0,1,1,3.1,Helsinki,Apartment,0,1,Electric heating,New,0,A,338
25,1,5,0,0,22,0,1,1,2.7,Helsinki,Apartment,1,0,District heating,Fair,0,C,107
61,2,0,1,1,29,1,1,1,18.0,Vantaa,Terraced house,0,1,Electric heating,Good,195,E,142
34,2,0,1,1,34,0,1,1,11.7,Vantaa,Apartment,0,0,District heating,Fair,0,F,68
37,2,6,0,0,38,0,1,1,2.4,Helsinki,Apartment,0,1,District heating,Excellent,0,C,160
82,4,4,0,1,15,0,1,1,10.0,Helsinki,Apartment,0,1,Electric heating,Needs renovation,0,C,262
59,3,3,1,0,79,0,1,1,5.6,Helsinki,Apartment,0,1,Electric heating,Fair,0,G,143
98,5,2,0,0,52,0,1,1,2.0,Helsinki,Apartment,0,1,District heating,Good,0,C,340
122,5,0,0,1,14,1,2,2,7.4,Oulu,Detached house,0,1,Air-source heat pump,Fair,885,C,215
177,7,0,0,2,95,1,3,3,3.8,Tampere,Detached house,1,1,Electric heating,Good,650,F,347
65,3,0,1,1,48,0,1,1,3.9,Vantaa,Apartment,0,1,District heating,Good,0,D,156
100,3,0,0,1,5,0,1,2,5.6,Tampere,Apartment,1,1,District heating,Good,0,D,247
97,4,0,0,1,25,1,2,2,2.7,Tampere,Terraced house,1,1,District heating,Needs renovation,180,E,187
131,5,0,0,1,48,1,2,3,2.0,Tampere,Semi-detached house,1,1,District heating,Fair,430,E,291
25,1,3,0,1,21,0,1,1,3.1,Helsinki,Apartment,0,1,District heating,Fair,0,D,135
103,4,0,1,2,1,1,2,2,9.7,Espoo,Terraced house,0,1,Electric heating,Good,475,C,403
93,4,0,1,2,4,1,1,1,7.0,Helsinki,Semi-detached house,0,1,District heating,Good,265,B,455
31,2,4,1,0,0,0,1,1,3.2,Helsinki,Apartment,0,1,District heating,New,0,A,187
95,4,3,1,0,54,0,1,1,6.9,Jyväskylä,Apartment,0,0,District heating,Good,0,E,141
47,2,2,0,0,38,0,1,1,4.1,Oulu,Apartment,0,1,Geothermal,Fair,0,D,74
49,2,3,0,1,29,0,1,1,16.5,Vantaa,Apartment,0,1,Electric heating,Excellent,0,C,108
64,3,0,0,0,30,1,2,2,18.6,Oulu,Terraced house,0,0,District heating,Fair,345,D,79
53,3,4,0,0,43,0,1,1,1.5,Jyväskylä,Apartment,0,1,District heating,Fair,0,E,87
60,2,3,0,1,23,0,1,1,2.0,Lahti,Apartment,0,1,District heating,Good,0,C,110
138,5,0,0,2,59,1,2,3,9.1,Vantaa,Detached house,1,1,Air-source heat pump,Needs renovation,1030,F,275
122,5,0,0,1,38,0,2,3,5.5,Vantaa,Apartment,0,0,District heating,Needs renovation,0,E,192
146,5,0,0,2,41,1,3,3,11.3,Oulu,Detached house,1,1,Air-source heat pump,Fair,1310,E,231
191,7,0,1,2,19,1,3,5,8.3,Oulu,Detached house,1,1,Air-source heat pump,Good,3095,D,431
80,3,0,0,1,35,0,1,1,2.1,Kuopio,Apartment,0,0,Electric heating,Fair,0,D,121
109,5,0,0,1,4,1,2,2,16.6,Vantaa,Terraced house,0,1,District heating,Good,465,B,324
43,2,0,0,1,78,1,1,1,13.5,Helsinki,Apartment,0,1,Electric heating,Good,0,E,129
83,3,0,1,1,31,1,1,1,10.4,Vantaa,Terraced house,0,1,District heating,Good,310,E,217
125,5,0,0,2,3,1,2,3,3.3,Tampere,Detached house,1,1,Air-source heat pump,Excellent,960,B,364
40,2,2,1,1,7,0,1,1,2.7,Tampere,Apartment,0,1,District heating,Excellent,0,B,139
125,5,0,0,2,21,1,2,2,3.6,Pori,Detached house,1,1,Wood heating,Fair,1095,E,150
50,2,1,0,1,20,0,1,1,3.7,Jyväskylä,Apartment,0,0,Air-source heat pump,Fair,0,C,109
108,5,0,1,1,1,1,1,1,3.1,Helsinki,Apartment,0,1,District heating,Excellent,0,C,466
44,2,8,0,1,19,0,1,1,2.1,Turku,Apartment,0,1,District heating,Good,0,D,120
66,2,0,1,0,15,0,1,1,2.8,Turku,Apartment,0,0,District heating,Good,0,C,143
90,3,0,1,1,71,1,2,3,9.6,Jyväskylä,Detached house,0,1,Electric heating,Fair,1080,G,145
77,4,0,1,3,25,1,1,1,4.0,Oulu,Detached house,0,1,District heating,Good,1655,D,185
98,4,0,0,2,47,1,1,1,11.2,Espoo,Detached house,0,1,Oil heating,Excellent,830,F,338
148,6,0,0,2,5,1,2,2,4.2,Lahti,Detached house,1,1,Electric heating,Good,1480,C,226
47,3,1,0,1,64,0,1,1,12.8,Espoo,Apartment,0,0,Electric heating,Fair,0,E,114
110,4,3,0,1,22,0,1,1,2.3,Jyväskylä,Apartment,0,1,District heating,Good,0,C,209
105,3,0,0,1,28,0,1,1,2.1,Pori,Apartment,0,1,District heating,Good,0,C,110
85,4,4,1,1,8,0,2,2,7.0,Helsinki,Apartment,0,1,District heating,Good,0,A,388
29,1,7,1,0,2,0,1,1,4.8,Tampere,Apartment,0,1,District heating,Excellent,0,B,100
120,4,0,1,2,31,1,2,2,11.8,Espoo,Semi-detached house,0,1,District heating,Good,1495,E,448
74,3,2,1,1,3,0,1,1,10.6,Vantaa,Apartment,0,1,District heating,Fair,0,C,192
84,3,0,0,1,41,0,1,1,1.1,Lahti,Apartment,0,0,District heating,Fair,0,D,112
117,6,0,1,2,16,1,2,2,16.3,Espoo,Semi-detached house,0,1,District heating,Good,810,C,458
49,3,0,1,1,19,0,1,1,8.7,Vantaa,Apartment,0,1,District heating,Fair,0,D,111
132,5,0,0,2,52,0,2,2,1.0,Jyväskylä,Apartment,1,1,District heating,Good,0,E,238
62,3,1,0,1,45,0,2,2,5.8,Tampere,Apartment,0,1,District heating,Needs renovation,0,F,108
39,2,0,0,1,32,1,1,1,2.4,Lahti,Apartment,0,0,District heating,Good,0,D,69
59,2,2,0,1,5,0,1,1,2.2,Jyväskylä,Apartment,0,1,District heating,Excellent,0,B,149
99,5,2,0,1,23,0,1,2,3.1,Helsinki,Apartment,0,1,District heating,Excellent,0,B,486
140,5,0,1,0,1,1,2,3,1.7,Kuopio,Detached house,1,1,District heating,New,1490,A,350
83,4,0,1,1,15,0,1,1,6.3,Helsinki,Apartment,0,1,District heating,Fair,0,B,312
110,4,0,1,1,19,1,1,1,2.9,Oulu,Detached house,0,0,Electric heating,Good,1025,C,244
43,2,1,0,0,17,0,1,1,3.7,Pori,Apartment,0,1,District heating,Needs renovation,0,C,42
60,3,1,0,1,5,0,1,1,10.4,Espoo,Apartment,0,1,District heating,New,0,B,231
44,1,6,1,1,11,0,1,1,8.5,Espoo,Apartment,0,1,District heating,Excellent,0,B,196
44,1,0,0,1,35,1,1,1,6.1,Pori,Apartment,0,0,District heating,Good,0,D,47
71,3,0,0,1,30,0,2,2,1.4,Kuopio,Apartment,0,1,District heating,Good,0,D,136
59,3,3,0,1,16,0,1,1,1.9,Helsinki,Apartment,0,1,District heating,Excellent,0,C,312
77,4,0,1,1,16,1,2,2,2.5,Turku,Semi-detached house,0,1,District heating,Good,1090,D,261
56,2,5,1,1,0,0,1,1,4.9,Helsinki,Apartment,0,1,District heating,New,0,B,324
105,5,0,0,2,57,1,2,2,4.5,Jyväskylä,Detached house,1,1,Wood heating,Needs renovation,2205,G,163
84,3,0,0,1,3,0,1,1,0.8,Pori,Apartment,0,0,District heating,Excellent,0,A,120
32,2,5,0,0,27,0,1,1,5.1,Tampere,Apartment,0,1,District heating,Good,0,D,87
55,3,1,1,1,22,0,1,1,2.9,Jyväskylä,Apartment,1,0,District heating,Fair,0,C,102
55,2,4,1,1,28,0,1,1,2.1,Helsinki,Apartment,1,1,District heating,Good,0,D,281
26,1,2,1,1,20,0,1,1,8.7,Espoo,Apartment,1,0,District heating,Excellent,0,D,104
24,1,1,1,0,22,0,1,1,5.9,Turku,Apartment,0,0,District heating,Good,0,B,53
63,2,0,0,0,95,0,1,1,14.6,Helsinki,Apartment,0,0,District heating,Needs renovation,0,G,117
40,2,3,0,1,4,0,1,1,6.4,Turku,Apartment,0,0,Air-source heat pump,Good,0,B,99
102,4,0,1,1,15,1,1,1,18.9,Espoo,Terraced house,1,1,Electric heating,Fair,405,D,295
96,5,2,1,0,44,0,1,1,28.2,Helsinki,Apartment,0,0,District heating,Needs renovation,0,E,127
30,1,3,1,1,22,0,1,1,5.2,Turku,Apartment,0,0,Electric heating,Fair,0,C,77
39,1,5,0,0,53,0,1,1,4.3,Helsinki,Apartment,0,0,District heating,Fair,0,E,119
77,3,2,0,1,46,0,1,1,1.4,Turku,Apartment,0,0,Air-source heat pump,Good,0,D,161
85,4,4,0,1,33,0,2,2,1.9,Helsinki,Apartment,1,1,District heating,Good,0,D,433
106,5,0,1,1,17,1,1,1,1.5,Pori,Apartment,0,0,Electric heating,Good,0,C,140
53,2,1,1,0,24,0,1,1,6.8,Vantaa,Apartment,0,0,Air-source heat pump,Good,0,C,143
27,1,3,1,1,13,0,1,1,7.3,Espoo,Apartment,0,0,District heating,Excellent,0,B,109
120,4,4,0,2,52,0,2,2,2.8,Kuopio,Apartment,0,1,District heating,Good,0,F,170
81,4,0,0,1,28,0,1,2,3.9,Espoo,Terraced house,0,1,Geothermal,Good,145,C,338
54,2,3,0,1,30,0,1,1,6.6,Oulu,Apartment,0,1,Electric heating,Excellent,0,C,112
64,3,3,1,1,47,0,1,1,7.9,Espoo,Apartment,0,0,District heating,Needs renovation,0,F,143
43,2,2,0,0,0,0,1,1,4.8,Oulu,Apartment,1,1,District heating,New,0,A,114
139,6,3,0,1,47,0,3,3,1.8,Kuopio,Apartment,0,1,District heating,Needs renovation,0,E,177
33,1,4,0,0,34,0,1,1,4.5,Helsinki,Apartment,0,1,District heating,Excellent,0,D,132
200,7,0,1,0,0,0,3,3,6.2,Oulu,Detached house,0,1,Electric heating,New,1245,B,454
133,5,0,1,1,16,1,2,2,3.4,Oulu,Semi-detached house,1,0,Oil heating,Excellent,660,C,250
77,3,0,0,1,22,0,2,2,3.2,Turku,Apartment,0,0,District heating,Fair,0,C,155
44,1,1,0,0,22,0,1,1,8.1,Tampere,Apartment,0,1,District heating,Fair,0,D,100
35,1,4,1,1,25,0,1,1,1.7,Helsinki,Apartment,0,0,District heating,Good,0,C,189
168,6,0,1,2,69,0,3,4,15.3,Lahti,Detached house,1,1,Electric heating,Good,2500,G,190
199,8,0,0,2,95,1,3,5,11.8,Helsinki,Detached house,1,1,District heating,Good,2465,G,811
102,3,0,1,1,18,0,1,1,4.3,Tampere,Apartment,1,0,District heating,Good,0,B,244
78,3,0,0,1,29,1,2,2,3.0,Oulu,Apartment,0,0,Geothermal,Fair,0,C,139
105,3,0,0,2,14,1,2,3,1.4,Oulu,Terraced house,0,1,District heating,Good,610,C,224
163,6,0,0,1,0,1,3,3,14.3,Oulu,Detached house,0,1,Electric heating,New,2535,B,364
133,4,0,1,1,19,1,1,1,15.9,Espoo,Semi-detached house,1,0,Electric heating,Good,1325,C,475
103,3,1,1,1,43,0,1,1,3.9,Helsinki,Apartment,0,1,Air-source heat pump,Good,0,C,371
59,3,2,1,1,12,0,1,1,4.2,Jyväskylä,Apartment,0,1,District heating,Good,0,B,123
64,3,3,1,1,5,0,2,2,18.1,Espoo,Apartment,1,1,District heating,Excellent,0,B,229
81,3,0,1,2,36,1,2,2,4.9,Lahti,Terraced house,1,0,District heating,Fair,475,D,118
140,6,0,0,3,5,1,2,2,5.0,Pori,Detached house,1,1,Geothermal,Excellent,1670,B,218
99,3,4,0,0,4,0,1,1,2.1,Tampere,Apartment,0,1,District heating,Fair,0,B,257
34,2,3,0,0,35,0,1,1,6.2,Helsinki,Apartment,0,1,District heating,Good,0,E,122
75,3,0,1,0,3,1,1,1,1.1,Helsinki,Apartment,0,1,District heating,Good,0,B,357
97,4,0,0,2,42,1,2,2,6.8,Jyväskylä,Detached house,1,1,Electric heating,Needs renovation,2080,E,178
77,3,1,0,1,16,0,1,1,1.5,Espoo,Apartment,0,1,Geothermal,Good,0,B,285
42,1,0,1,0,85,0,1,1,4.4,Turku,Apartment,0,1,District heating,Fair,0,E,51
175,7,0,0,2,15,1,3,4,8.9,Espoo,Detached house,1,1,Geothermal,Excellent,1195,B,713
129,6,0,1,1,1,0,2,2,3.9,Oulu,Apartment,1,1,District heating,New,0,B,267
60,3,0,1,1,44,1,1,1,7.4,Tampere,Apartment,0,1,District heating,Good,0,E,144
68,3,2,1,1,23,0,1,1,1.7,Lahti,Apartment,0,1,District heating,Good,0,C,126
98,4,2,0,0,15,0,2,2,1.8,Helsinki,Apartment,0,1,District heating,Fair,0,C,401
99,3,4,1,1,19,0,1,1,3.9,Vantaa,Apartment,0,0,District heating,Good,0,C,258
71,3,11,0,1,25,0,2,2,2.4,Tampere,Apartment,0,0,District heating,Good,0,C,219
44,2,0,1,1,27,0,1,1,2.7,Oulu,Apartment,0,0,District heating,Fair,0,D,87
53,3,2,0,1,23,0,2,2,3.0,Helsinki,Apartment,0,1,District heating,Good,0,C,259
61,2,0,1,1,40,0,1,1,3.0,Lahti,Apartment,0,1,District heating,Excellent,0,C,99
110,5,0,1,1,4,0,1,1,2.6,Pori,Apartment,1,1,District heating,Good,0,A,148
82,4,2,0,1,16,0,1,1,3.0,Oulu,Apartment,0,1,District heating,Good,0,B,162
70,3,1,0,0,8,0,1,1,5.8,Vantaa,Apartment,0,1,District heating,Good,0,B,190
99,4,0,1,2,53,1,2,2,17.2,Vantaa,Terraced house,0,0,Electric heating,Needs renovation,265,F,149
92,5,0,0,0,26,0,2,2,16.9,Vantaa,Apartment,0,1,District heating,Fair,0,C,194
65,4,0,0,1,48,1,1,1,6.7,Jyväskylä,Terraced house,1,1,Electric heating,Fair,320,E,121
52,2,1,1,1,5,0,1,1,5.1,Espoo,Apartment,0,1,District heating,Excellent,0,A,213
71,2,0,1,0,1,0,1,1,4.7,Vantaa,Apartment,0,1,Electric heating,New,0,B,196
55,2,4,1,1,1,0,1,1,4.6,Tampere,Apartment,0,1,District heating,New,0,A,204
107,4,0,0,1,24,1,2,2,4.5,Kuopio,Detached house,1,0,Air-source heat pump,Good,1125,E,204
49,2,4,0,0,83,0,1,1,1.7,Pori,Apartment,0,0,District heating,Fair,0,G,47
59,3,0,1,0,90,0,1,1,2.9,Helsinki,Apartment,0,0,District heating,Fair,0,F,216
38,2,0,1,0,4,0,1,1,8.1,Espoo,Apartment,0,1,District heating,Excellent,0,A,150
29,1,2,0,0,1,0,1,1,3.4,Turku,Apartment,0,1,District heating,New,0,B,77
76,3,0,0,1,0,0,1,1,22.1,Vantaa,Apartment,0,1,District heating,New,0,A,183
46,2,1,0,0,65,0,1,1,5.8,Helsinki,Apartment,0,0,District heating,Good,0,F,138
86,3,2,0,1,76,0,1,1,2.6,Lahti,Apartment,0,0,District heating,Fair,0,G,87
60,2,3,1,0,20,0,1,1,19.5,Espoo,Apartment,0,1,District heating,Good,0,C,177
58,3,2,0,0,0,0,1,1,0.9,Oulu,Apartment,0,1,District heating,Good,0,B,140
50,3,2,0,1,17,0,1,1,7.2,Espoo,Apartment,0,1,Air-source heat pump,Needs renovation,0,C,192
72,2,3,0,1,36,0,1,1,2.7,Helsinki,Apartment,1,0,District heating,Good,0,C,273
104,5,0,0,1,26,1,2,3,7.3,Helsinki,Semi-detached house,1,1,Air-source heat pump,Needs renovation,385,D,380
130,5,0,1,1,6,0,2,3,3.6,Vantaa,Apartment,0,0,District heating,Excellent,0,A,351
59,2,1,0,1,33,0,1,1,4.9,Oulu,Apartment,0,0,District heating,Fair,0,E,94
143,6,0,1,2,0,1,2,3,5.2,Kuopio,Detached house,1,1,Air-source heat pump,New,1090,A,327
